student_id,student_name,subject,grade
dd12bc9b-ed0c-4a39-a422-be645e0248de,Teresa Freeman,Art,67
622cc31f-c869-46bd-b835-a51b71abb366,Barbara Vincent,Music,66
4fa46add-2401-422e-8a23-938c1d207f88,Cynthia Hughes,Geography,18
8327130f-b43c-4019-a95f-5c854ba41b48,Richard Rivas,Biology,99
9acc024b-8f32-48c8-912e-c1add2a0bc23,Steve Carr,Music,27
047cc29e-20bf-4908-a133-c85291abfc14,Tracy Huber,Chemistry,94
122aea7c-e342-4565-b78a-feb6a8d84bf4,Brittany Rosario,History,3
ca8d58ab-3b4c-4dcb-8762-72066c1eabbe,Shannon Johnson,Mathematics,56
d58d0dc9-660b-494f-9738-9ec3368c1e61,Tracy Richardson,Geography,57
d54dee89-7741-4f8b-bce7-56fdaaea86d0,Kenneth Carter,History,19
81787cbf-ad64-4c9d-8678-47d454b8acb2,Anthony Solomon,Music,78
6f1ac2d4-d38f-4e68-820c-e1c4ddbe221e,Scott Munoz,History,46
f1d0e474-9285-47bf-907a-694b44aad99a,Christopher Neal,Mathematics,51
f5056c55-2e73-46c8-9844-c2e719171ac8,Melvin Rodriguez,English Literature,66
95655a6a-2c71-4950-ab50-685b85af7da8,Jennifer Jenkins,History,7
ed8d8d38-d22c-40dd-8a58-11c1c09e4572,Michelle Graves,History,39
51214f1b-6612-4134-b690-7e3078eea491,Anthony Pierce,Music,39
20719885-8752-49a2-b64c-a3724467fef5,Rachel Osborne,Computer Science,99
36a84641-67b6-46c2-85d3-02257920b5fc,Eric Smith,Biology,69
01f15e55-72eb-445d-bcdb-95e170e01efb,Kelly Reynolds,Chemistry,30
474904a8-a965-4559-b931-395b8dd8d174,Amy Martin,Mathematics,83
38d8906c-6866-4b84-a014-891009b5286b,Paul Castaneda,Chemistry,69
7c674ef7-2cb2-4d4d-a9a5-8e9d04ea9508,Tyler Sanders,Music,54
11f636d9-1adf-45bc-929e-afe642a70a16,Sandra Davis,History,1
c94ff1ce-2332-45c3-83c2-5447c361d643,Jasmine Smith,Geography,4
ed34fc1e-3853-43b0-a755-f10c34231755,Trevor Hood,Art,59
123bbfac-6aa2-4184-b5da-7a6144457a73,Clayton Bell,Geography,99
8c9ef667-f2f3-46bf-bbb7-8184bdd3992a,John Knight,Geography,75
1a23ac36-97d6-43cf-b38c-a3fe4ed911b1,Donna Stone,Physics,43
0e7bdb01-b519-4691-9a7c-c73c4068a236,Brittany Greene,History,54
687cd8b0-f762-4018-a2fa-f2abf68c3bc6,Damon Turner,Geography,59
6e6fe356-c49b-4ee1-a580-a9742fe5cdd7,Michael Burgess,Mathematics,97
10810a46-d7ce-426f-8df2-7aa4af726108,Shirley Moore,English Literature,97
f5225b1e-e44c-4728-8de7-222ca7f5dbc4,Wendy Alexander,English Literature,7
d5fd0807-efae-4b5a-a09d-0b350187d6cb,Marie Boone,Mathematics,23
2025b0fd-1101-4004-b737-a650523e1c19,Roger Jenkins,Art,16
1fd27365-910b-4437-9709-ba76eb94e26d,Angel Parsons,Mathematics,60
e3558a44-7e47-433b-a57f-99fc2ed7213f,Arthur Adams,Chemistry,3
3a6605bd-e922-45df-9201-4a0b522eb642,Michelle Smith,Music,64
569abee2-15cc-4f2c-8c07-65eb90150f75,John Floyd,History,84
422321b7-b226-4390-8a16-02864da04e87,Tyler Smith,Computer Science,52
1c9702c8-4e74-42f0-bcc7-22ebcd7e60a3,Alicia Lawson,Geography,33
acd1557d-11a9-4994-abbc-df598bb5fcdf,Dr. Ashley Johnson,English Literature,38
3c250161-9f05-4baf-a63c-4994b034092c,Paul Murray,Biology,83
a524a323-7214-43d8-b56b-4a8088a87a76,Mr. Michael Pratt PhD,Chemistry,14
5b079a4f-4574-4cc4-9f59-97978ebd210b,Meghan Johnson,English Literature,25
6b7ac7f0-e6c9-44bb-a3c1-11aceb3ab13f,Victor Taylor,Geography,72
058e6e09-cc31-4a3f-a13e-c64bf91a208b,Mr. Benjamin Swanson Jr.,History,9
0fb691fd-92c5-4dbe-8dd2-06381a746cd3,Timothy Phillips,Geography,67
a836a23c-c6b1-46ea-94b2-7a4d7d059d00,Christina Holland,Computer Science,82
39dbcaf4-9e41-423e-9519-847264d69dab,Frank Adams,Music,95
5c06fff7-f6e6-429b-8c41-4da50011902e,Kenneth Ross,Physics,13
c622b2ec-5f3b-414d-b960-ac634dfd3f1b,Mindy David,Art,40
165de337-3467-47b5-b704-5db8074d1fa7,Hannah Campbell,Art,17
1c35a119-106c-446e-9a28-06eb1edf69d3,Sean Hill,English Literature,30
2939b151-f2be-49ef-8809-87aba3d5088a,Tony Sandoval,Physics,58
e0ba8b29-3bba-43d3-a748-bb3090a2ce09,Jonathon Acevedo,Chemistry,36
5511314d-0b02-4736-a819-25fb8100c7ef,Nicholas Mcguire,Mathematics,55
db041395-537e-4643-b03f-7f9e9a80f7c3,James Williams,Music,83
c3c0bccd-dd92-4e81-8dc8-0452789d0861,Brett Carlson,Physics,13
e6c6ad27-3481-4d74-a248-b5205fef39ce,Teresa Ferguson,History,96
7cc02e16-11c8-42f6-a790-46fcdfcabb25,Ashley Hawkins,Chemistry,64
60b86db5-f0e7-4cd1-9b8b-9c15ac9933e6,Christopher Simpson,Chemistry,59
e2d6c45a-6510-410d-926f-1e56aeb2d0c1,Tammy Chase,Mathematics,37
7276da50-7799-43fb-8612-3602c440fe0d,Andrea Webb,Music,66
335a877f-4b8b-4dbb-8bbb-e9eb8c7ba003,Kathryn Hale,Art,79
bf9661ab-0f70-4d77-8afc-d22700e1c3e0,Guy Brown,Computer Science,68
fa78018c-6b10-4037-84f5-471d25550fc0,Crystal Ramos,Mathematics,98
ddeb9e0b-8c10-41bb-a13e-c3876c1bfa87,Ashley White,Mathematics,41
0207128c-a3aa-4746-9ce4-d0333e12cb2c,Jonathan Hunt,Chemistry,14
2096388d-536a-4359-a7cc-374feced32d1,Valerie Barrett,Geography,100
2583cff3-0e1e-4cc6-a2d2-bf08f7bd4c45,Michaela Lewis,Mathematics,20
cb739012-f8bc-4018-b7f3-b16f81b0158f,Shane Morales,English Literature,95
f251ad33-fc25-4cf8-88ea-67f4212a0378,Darlene Nelson,Chemistry,33
4227c66d-1fdd-4a70-b464-84925c193f5b,Renee Spencer,Chemistry,46
fac39d28-9a48-482a-8037-edcee0d0fb8a,Diana Orozco,Mathematics,5
20384232-6f96-40fe-bf4e-cf0b7e789d5b,Richard Brown,Mathematics,40
437c8088-2f2d-4c50-810a-260998d9af7c,Jessica Jones,History,81
a39087b7-0db0-43a0-bca0-d6cfb8ed2f13,Bianca Willis,Physics,34
d45b6d38-4f92-4d0f-92f3-79218328c74a,Holly Walker,Chemistry,59
60b5d66d-5824-4cfc-997a-dc0a3c3951ad,Shannon Howell,Chemistry,49
4e0f9c11-4bbd-4343-9cd8-540c0cea2912,Renee Williams,Chemistry,86
40ed4078-99b9-4f40-8632-65a14f1f7f36,Adam Owens,Art,97
88c872ed-21fc-4128-a5c0-c26fa0d62c78,Jerry Garner,Geography,45
141fd5e4-488e-45fd-8436-50c4720a5286,Traci Martinez,Geography,15
59bd42c4-5858-4925-b1b4-9b9acce68341,Christopher Hill,Music,56
fd9e0005-20e8-4e81-96c0-7b4ed5fcc1ae,Kristina Green,Physics,29
51c9fcff-c1bb-4a36-8f6e-022f7e48b2b2,Ryan Mclaughlin,Music,93
fc731379-7836-4226-8ae7-33c626250898,Thomas Hernandez,English Literature,97
e3ed7039-21f5-455f-957d-a9cb75a2812d,Kristen Turner,Computer Science,50
80c0c953-0100-4641-9350-5388b982b604,Natasha Riley,Mathematics,2
701d3f13-4e2f-4fad-b281-93746bc0c8d3,Debbie Bailey,Biology,37
b6c7a6bb-edbf-42c3-8362-4806e6c52904,Amy Martinez,Mathematics,57
c862767f-00aa-4743-9ea5-3e6fa1e6a857,Jose Clark,English Literature,40
ac0e9c21-c8fb-40e3-a8cd-89018b52d946,Anthony Johnson,Biology,48
f47f314a-5152-436d-ba1c-5119bc0301e5,Cindy Wilson,Biology,3
6ec374fd-524a-4ea6-90ca-d730f432ff9a,Jill Kennedy,Geography,73
40b6d0a3-9247-4663-a0fa-d43b5b7d97bd,Martin Pittman,English Literature,24
085b3f90-de50-4094-bed2-4ad42c8de731,Adam Hill,Biology,79
16546241-18b9-4575-b720-1e683252bc56,Gregory Martin,Geography,68
d6d2b262-869d-4c02-a11b-457fc15d9139,Peter Washington,Chemistry,71
a4c0823e-9569-4467-8fc9-7334d2072084,Matthew Jones,Chemistry,0
81de7633-59f6-4a3f-bd46-b934aad56ae0,Lauren Castro,Chemistry,34
4ef69345-de28-44ea-b656-7bdd3f8dbf44,Tracy Brown,Mathematics,0
44c1b2ff-98aa-489e-b7dd-55c718fbfc0d,Joshua Miller,English Literature,47
f99ea002-31ba-4479-a45c-d5ae3e164e45,Brian Todd,Biology,68
5e4fab3c-ed4f-47e0-844e-922923f80348,Mariah Cole,Art,21
57dd6c0c-e413-4ac4-91d4-54c8c8a5e21b,Larry Griffin,History,85
1931efa2-bffa-4e2b-88c0-cffb3a781f85,Christopher Clark,Physics,38
dd0d16bc-bfba-4d2b-9590-7644328ad5d0,Judith Edwards,Computer Science,29
de4e0cae-d1a1-4d9c-85df-792931291b85,Samuel Thompson,Chemistry,76
e78efc73-e091-44da-855f-eaee96b77c8d,Miss Andrea Casey,Mathematics,52
2b71af33-52e8-4140-a77b-bcc6b853766f,Julia Murphy,Computer Science,86
4cf481f7-a145-4544-8c78-2293aefe7805,Ashley Lewis,Chemistry,95
7ae92f3a-eb32-4a1e-8e88-72f6eba11b82,Jessica Barker,History,100
cdd75c1f-0821-4d29-92d2-6c2fcb9a4bf5,Danielle Wilson,Chemistry,35
e9495f43-d9dd-4b97-841d-45f1bc5e1250,Jo Keller,Art,17
ca7e47de-7a94-4eb7-a25c-48fe6724d511,Summer Pace,Mathematics,56
3bc6556f-a704-4129-b217-6e640c6ba301,Shannon Anderson,Physics,90
44e993b0-8e19-42b1-be96-0c8c28db0354,Cynthia Skinner,Mathematics,98
5332c1d4-e4a3-4431-862d-de7ce7d41ee3,Mrs. Mary Scott,Computer Science,75
850dc15a-0cea-4e3b-826d-4b3519fd3bfe,Christian Grant,Physics,74
8d0a2185-35cc-4cf8-9abe-d1433b9f2fae,David Santiago,Chemistry,17
e57e2eff-e9b4-499d-a6f2-dfb1deae00a4,Charlene Li,Geography,45
1bc6a149-9122-4efc-adb0-6b5d35af6eed,Albert Barber,English Literature,31
60e570c9-8645-438f-a9f5-1cafb9972d70,Robert Stanton,Geography,37
bbb251e1-2e42-4cf6-abb5-79297f7c2d43,Ryan Meza,Physics,90
2ffa5d9c-ec1b-4ece-b544-287f06dbbea8,Devin Lawson,Music,61
656fc2b9-7689-4706-946d-484101a8b72d,Steven Hoover,Computer Science,6
7f0688b5-7367-4091-a86c-b269e33d0930,Sydney Harper,Art,29
cbbb877a-12b3-4f67-8178-d0a4b72afe85,Kristen Gomez,Computer Science,18
56f6fb03-e6e9-4099-822c-603143d78f4f,Samuel Dickson,Biology,28
12a9dc31-e298-4e17-b9d2-61710756cf9e,Caitlin Carroll,Art,45
6e8c5af0-f979-4be7-a266-453b3d3024f1,Mark Briggs,Art,89
f608694f-623f-400a-98ca-44c7a540641e,Laura Solomon,Computer Science,96
6d8b6d38-84a8-4ec1-be30-890ac8530084,Sarah Clark,Geography,63
ff9377bb-f4fa-4d1a-af5f-9b6bf29a6081,Lisa Dominguez,English Literature,0
4b8bb74a-dfa2-41b8-88ed-cf6799500e0e,Andrea Sanchez,Geography,11
f8eb1958-7c5b-477e-8796-748016877371,David Mcintosh,Computer Science,48
907f6759-232a-45f9-a2c6-3b9f69c65c46,Elizabeth Johnson,Biology,31
3162c8a5-bc71-43b3-8c3c-c42a17783e90,Wayne Ferguson,Geography,91
460f743b-7d47-4196-8dea-574abc8f9673,Brett Dawson,Biology,15
f1ef86ea-effd-441a-9621-10e39d1b4cdc,David Wilson,English Literature,90
f88cf84b-93bb-4800-8d2a-de6295fc396c,Melissa Pierce,Music,82
6555e3c3-a590-4516-88de-4282a761a25d,Adrian Savage,English Literature,3
bd80f32b-9121-4422-956f-d8816b9a3d3a,Cheryl Greer,History,76
bcc04854-95ab-4ebe-b659-4f700e7135d7,Nicholas Howell,English Literature,11
4cf06d98-8a42-4b6c-b097-2759545503b3,Alex Watson,History,72
201405ec-ceec-49ff-9928-3b32cff0bac2,Debra Koch MD,Physics,10
b8b850c7-bda7-4b8c-8a2c-0e32466e0d06,Justin Diaz,Computer Science,17
2e3ee7b4-61e8-4de7-b838-734183f0bb44,Diane Hill,Chemistry,98
5c0824d7-434c-43fb-939d-b325baee75bd,Valerie Taylor,English Literature,42
22d071c5-d8d9-4de5-8b5d-5e8c2e7eebd5,Kelly Richard,Art,35
a8e44c79-9a0a-4f0d-977b-be129d14f37c,Audrey Yates,Chemistry,48
86f95496-0ab3-4ad8-9a06-00ba8f0eb38e,Grace Washington,English Literature,27
31b4dd8d-01e0-48f9-b870-a62e89b7bfb5,Brenda Huerta,Mathematics,70
b077093a-0e64-4932-b692-936f82495916,Jill Moore,Physics,44
45e85ba5-8df2-4fb1-a5c3-b8fe9fd5e8e6,Larry Knapp,Biology,73
b9a41c67-5539-4ed0-8ea7-f8ef7c515fc7,Logan Evans,Mathematics,8
b22a336a-9f43-44ee-8d88-0cd422064a0f,Michael Thomas,Computer Science,56
5740ffd0-b49f-42bf-b6a6-50f2da364153,Gregory Fuentes,Mathematics,39
74844095-52e3-4bb7-a7ea-77cf06d19eb3,Kevin Clayton,History,38
62f5abdb-9fd8-4ee4-a8d8-1420d5c727d4,Jenny Romero,Physics,2
4c475ae6-4255-4552-a7ea-a28d58b89be9,Savannah Ford,Biology,50
c2b562c7-ec3f-4049-8984-9784eeb84354,Joshua Mora,Computer Science,35
96051629-bb99-43bb-8c6d-106a1620af6e,Mark Anderson,Computer Science,1
995d6527-c381-4bf7-bc36-bea405c79a72,Dorothy Torres,English Literature,20
f2fa9da1-aa36-48fd-b0d4-05164e6ea13c,Katherine Baker,Music,40
9895e6dd-897f-4257-8fa9-747997f17160,Alexander Foster,Mathematics,27
842e404d-5c43-4c87-bf29-597de27ed0c3,Meghan Gibson,Art,46
78a60ce6-336a-4b90-93c1-b12012574704,Kristina Newman,Art,51
6e906a4a-0215-4875-b46b-7e242ffe6321,Jerome Johnson,Music,36
797fbf97-5e46-4d1a-a567-b53712255ed9,Eileen Shea,Computer Science,8
808d81e0-f848-4d06-a84b-dd5c8fec36a6,Sean Avila,Art,47
edda0c4a-0bcd-45bd-bfc1-212837b51b11,William Collins,Computer Science,91
2e55dab7-f7b5-44e1-a8c3-17fe791c8a6b,Natasha Bryant,English Literature,95
8d5045ff-6dff-4042-9c7e-43410e0ada24,Jennifer Olsen,Computer Science,44
60a48299-6550-4da4-af6b-2b18aaf90414,Toni Olson,Computer Science,33
5b8e3eb9-1bff-4861-8629-0c78eadece57,Natalie Mckinney,Art,92
cfde9208-17d4-42b3-8b20-88b9e282cef5,Andrea Bradley,Biology,94
2b18e86e-98cc-40a1-b0ad-f3b044b04a18,Rhonda Estrada,Geography,41
aa1877f1-737e-472d-b80e-9e79b57399a3,Mrs. Ashley Vega,Art,77
ae64e2bf-0720-4fca-819e-cdc16d527cf9,Brad Estes,Physics,54
82a9c751-326f-424e-8486-5972c4a09b04,Michelle Castaneda,Geography,79
e69f0ba7-a6d2-4002-8159-c5c88b0df6c7,Kathryn Allen,Chemistry,75
838160c5-b5a3-4595-83aa-e202da8f1321,Andrew Medina,Mathematics,48
94d81762-dac8-4050-bfc6-ede8fc2d1dfa,Phillip Parker,English Literature,6
a01e8b0c-e0e0-447f-91ea-7bb04d5a747c,Alexandra Wells MD,Biology,5
696f9932-dd21-4d1c-a4bc-908fe742328d,Christine Long,Geography,39
0a5deef0-06b5-4d3b-86b6-ed8211f035f8,Ryan Lopez,Physics,18
f2c149f8-b420-42ac-8480-21bcd7af5d3b,Daniel Chan,Biology,46
51d47ddb-9a07-4643-9a03-5c0ffc1e3836,Justin Parker,Chemistry,73
eb340785-ef98-41c1-ba6f-3c0f4d6296d9,Kristin Payne,English Literature,57
4fc8c5c0-2986-49a4-89d6-a25b769cb7cf,Evan Baker,English Literature,61
a9be6f32-454e-4390-8f80-e3a366948dc8,Keith Rose,Art,21
3d727f15-59ea-45de-a497-1803f645a66d,Bradley Calhoun,Mathematics,87
958e1dca-63f8-470a-9a9e-f2218361d9bf,Julian Williams,Geography,50
5104b156-05f3-4694-8967-5198d80e5a75,Denise Richardson,Geography,99
6e0f9463-93c9-42b9-8828-abbd543d2d99,Amy Reed,Mathematics,0
a072961c-8165-436d-a3dc-f91505e72ebd,Zachary Moore,Biology,54
6a2309ad-ac64-4cd8-868b-cef20f7f1489,Mary Martin,Chemistry,95
304dad00-761e-4714-b427-b2f0cc8e3968,Alyssa Lewis,Computer Science,6
41edb4c3-3e63-4b24-bc49-6f649fdcc72d,Kayla Sawyer,Computer Science,49
e4d3b9d0-afec-4e48-a28e-79e1d6b86294,Aaron Best,Mathematics,5
cdf0cff5-140e-4635-baec-2a9f21ccddbc,Trevor Willis,Mathematics,12
6e83104d-399b-482e-abaf-53a4be560c7a,Jerry Graham MD,Art,98
f87ad1e5-be77-4033-916a-9048fa41f1ad,Cheryl Trujillo,Art,39
8ebabf0a-e064-4fb0-aa83-10082f4b1c4d,Scott Brown,Mathematics,17
1579e7dc-15fd-4efb-babb-50e63f65eb41,Joseph Smith,Computer Science,48
56cd65c0-c401-4ed3-9b05-29281b4b6e41,Richard Guzman,Chemistry,5
8e461cf5-dd77-47cf-9c59-d331cef008c4,Alexander Brady,Geography,91
391188ca-4edf-40a3-8f30-ff7be6e1ae03,David Perez,Geography,47
266e3567-7cca-48c0-b880-5797d0ca9d81,Ryan Pratt,Art,35
5531e4d7-6fe1-4db6-be87-5e221b7e49e0,Lisa Fletcher,Geography,53
3ffd2d35-8ad0-46ea-a20e-689f368a8024,Katherine Harris,Computer Science,84
ee862b65-a129-4a60-9b38-9f9e485d3ba8,Elizabeth Daniel,Art,39
34ed1c08-0a09-409c-b51e-4e5162770a71,Michael Hill,Biology,16
2bcd93f4-9ac1-42ed-92e5-0d7f81e1f49a,Jeremy Bates,Biology,89
a9c4a4d6-fadc-48b8-ae5e-9c6a6727332b,Jack Wong DDS,History,82
0e0e936e-a54d-45f3-875c-3c54f14f91bf,Jenny Cross,English Literature,60
90afdc0e-77fe-42a5-931c-1329b6652884,Mary Brown,Art,97
84c544d0-edd5-48a0-9bd6-1beafdfa89ca,Nicholas Perez,History,100
b3d2523b-a6f5-4c42-bfd1-b612c616fae4,Annette Rodgers,History,73
09e17c4d-7d3b-48e1-a579-985361770487,Erin Nixon,Computer Science,94
a1cdc074-5298-48f5-8aff-6eae8dbe07af,William Lawson,Mathematics,80
a25a43ed-9f87-4b0f-9375-110135c11061,Grant Bryant,Chemistry,15
3a6490cd-ee25-41ff-a45a-5ecf8fabd131,Leslie King,English Literature,40
e4d0d3e2-402c-4dca-893c-0ab89691287c,Todd Morris,Geography,57
0f91581d-acd2-491a-955a-d9c2bd04dbde,Tina Jenkins MD,Mathematics,37
272afbc2-7c2b-4702-ae3d-db7322143f68,James Martin,Biology,31
46986c00-a253-4e4c-9ff1-7be228e83491,Emma Molina,History,13
ebdec665-2bc4-42dd-9bff-6c95706cc8b2,Nicole Burch,Mathematics,19
3bc2a058-ee73-418f-8a20-8ee8b5e4c753,Christopher Johnson,Physics,93
678d7866-8500-4565-9e93-40ff8d825097,Tracy Baker,English Literature,78
e881b85d-2ca2-476b-8b1b-5813cfead661,Brenda Keith,Mathematics,31
ffcf411c-c90d-466a-9be2-f6eac1efa6fe,Emma Cherry,Physics,24
407937c1-10e8-4035-9c32-3b971b3fdc62,Bryan Williams,Chemistry,40
4a96b9c0-ab4c-4b93-b5a3-9022ff2dafe0,Glenn Kelly,Geography,50
e7e48929-2933-445a-8609-b106bf72c95e,Brooke Mason,Mathematics,55
a33774a8-a2cc-4797-b238-f8dea5e92a31,Derek Johnson,Biology,0
90102a08-c24b-4daa-987a-1afe995c35c1,Amy Fitzgerald,Art,68
dd269c17-6559-4f30-a07e-e3e9646f8bcd,Manuel Powell,Geography,93
73b959f6-f4ab-4f08-bb6d-2f175b9ebea8,Victor Roberson,Chemistry,52
8b83985c-7bee-4004-a27d-4d82d02a485e,Andrea Acevedo,Geography,87
c5266e2e-8b43-4275-b914-8fba9e0c4021,Jessica Higgins,Music,77
678470b2-169f-4bbc-88b6-b283ae119b90,Seth Mcdonald,Computer Science,95
c4fe2e84-d9f3-4d2c-b711-fea13c59780c,Megan Graham,Biology,23
4904afa8-14d9-4178-830f-b8d236d0dfd3,Tara Barnes,Mathematics,77
4f087ff9-d573-47e7-b17e-eb8b1caf4eff,Eugene Wagner,English Literature,40
7a3d2de4-2736-42fe-9e44-3ccb7fd4d818,Keith Cruz,Physics,47
7344cebf-687d-4512-a037-632eed0d0a90,Aaron Clarke,Chemistry,67
b9528c48-8545-4b45-b5ae-9dce7c9a9168,Thomas Peterson,Music,89
9d72a1b7-cbd0-4e23-9ece-e0663d01dba1,Savannah Martinez,Mathematics,48
d283ca53-f80f-470a-9b7c-a74fc3ae7c36,Casey Fernandez,Geography,31
c2d2f751-1a25-4073-80f4-fb9e6a80fd92,Stephanie Moss,Chemistry,38
1d30f167-9534-431c-915b-b828efa2fd84,Jacob Rogers,Music,24
a2d119d4-cff1-42c6-9cb4-01b7fd6db616,Melissa Evans,Art,61
f1fedcb5-cfec-4901-ab52-794d7e3cd991,Brittany Tate,Music,31
028bba85-7e20-440e-9be6-3c807b1617eb,Jeffrey Ruiz,Geography,7
8d8e062b-a670-4934-b12b-35e14404c9c5,Anita Rivera,Biology,75
423d42a4-5608-46b2-9091-1c85057dcdfd,Heather Diaz,Geography,34
f9359eb7-42bd-423f-8c1c-15a83c9c7eb0,Brittany Hardy,History,54
19020e7a-6eba-4d73-919f-df209479256b,Spencer Black,Biology,74
e9157a7d-ce3e-48b7-af82-efe641ae9a93,Samantha Galloway,Biology,49
baaac614-627c-42c2-a6d2-625253b37ccb,Ryan Williams,History,54
5c259c09-f023-412c-a7e7-8a1f15aeb456,Henry Miller,Chemistry,42
93b8b675-2bc4-4bbd-ba57-5557ea8a4fa5,Jose Meza,Mathematics,23
0e322f7e-609e-4b5d-916a-4b97cf483864,Mark Proctor,Computer Science,9
9dcc6f09-1fac-42d7-acfa-745c5f9733ef,Benjamin Baldwin,History,12
5228bbeb-8a82-4b28-96ee-8bb26e64a83e,Alison Hughes,Chemistry,4
3d96a8c6-b110-4488-badc-e90945bbf3df,Daniel Price,Biology,86
6f6d7a01-3f31-4fb1-8b70-9a562d025794,Kimberly Brown,Physics,15
0725d516-d415-47d5-9ddc-7ad64927a95a,Scott Williams,Music,61
0886c099-a456-4a0f-8c5c-66c1f65c7103,Kendra Martin,Physics,97
8bbd8a76-8a07-475e-bd6b-97b9e225b9eb,Steve Bailey,Geography,31
5608bab2-5aa1-4f3b-894b-967674f09164,John Wilson,Computer Science,5
4b3ffd1e-7da8-4814-8372-68e5ed417885,Mr. Michael Johnson,Art,84
032af500-2294-41c5-9396-f78f2ee679ef,Adam Jimenez,Chemistry,10
bda43c68-4193-46f9-b92c-52d1b65a2061,Jill Jones,Physics,94
e7f4ddd4-67e5-4600-85fb-fb4416c289c9,Terry Burke,Geography,34
717356d1-6a1f-447c-b1bf-0471f0ca76b1,William Shannon,Geography,37
5f656bc6-de5d-40b2-ba2a-717b871d3040,Sean Nunez,Mathematics,50
4cacf0ec-7748-4af9-a359-c28d83e0751a,Brandon Hood,Geography,52
641c1005-50d4-4a3a-8b5c-569e1f204298,Steven Carson,Biology,17
b826361e-ddc2-4385-85d9-2efaa2567fa3,James Peck,Biology,25
4a224b22-f3b3-4f37-b172-fed3308729f1,Gavin Woodward,Art,76
189bcb55-9394-4cd3-a95b-566292ade673,Julie Hoffman,Computer Science,51
e2482e5f-0072-4457-8ea3-97916389f63e,Terrence Wilson,Mathematics,15
077581d6-eab2-400d-9cd3-d8a42cbd2650,Samantha Holland,Computer Science,1
1437c802-639b-4687-971e-47ca696c2ba4,Kathy Mclaughlin,English Literature,94
42c49eba-04b5-480a-b83c-ff4f8a1b8e27,Christopher Wright,Biology,48
1ca47b82-4f62-4150-8543-7c58b880975d,Darren Love,Physics,54
764b4c2d-5d5d-4629-9ad0-3d9a16531cc2,Robert Haley,History,5
1f351c03-f1cb-47ba-8111-5ec2857d3865,Mrs. Lisa Myers,Mathematics,88
b43b831a-e3a5-40d5-8c25-167ae60f5337,Destiny Hughes,Geography,29
282f91a7-6e90-47ba-96c5-659e1d8ade67,Christopher Hogan,Physics,68
28727b85-a7a2-4f6f-8c14-f4db84b68b15,Benjamin Pierce,Geography,75
c21a3979-86f2-4d07-a2e6-a714de254ac8,Tyler Mendoza,Computer Science,4
aa2b24e6-c078-4a6b-a6aa-f41873d1975a,William Brown,Geography,36
7ba30d43-241b-44c5-bed1-8132a1237f43,Brian Schmitt,Geography,14
5bf6f7e0-f12b-4211-a0bd-dc13bf87891a,Charles Davis,Music,43
2f444a41-bd63-443d-8be2-617326ff6efa,Richard Lucas,Chemistry,37
cbe29668-ef5e-4574-b333-1227ba3bb356,Matthew May,Geography,49
fbf0f527-b088-4f73-b452-0c56ad990424,Toni Turner,Mathematics,89
ee011253-c6d8-4b61-87ac-634a61323ab3,Shelby Garcia,Biology,8
